mol_id,n_atoms,real_bonds,qtaim_bonds,elf_bonds,qtaim_real,qtaim_nonbond,qtaim_missing,elf_coverage,qtaim_coverage
dsgdb9nsd_066366,19,19,12,19,6,6,13,100%,32%
dsgdb9nsd_074017,20,22,13,22,7,6,15,100%,32%
dsgdb9nsd_091144,20,21,12,21,6,6,15,100%,29%
dsgdb9nsd_027856,15,15,12,15,9,3,6,100%,60%
dsgdb9nsd_085926,21,21,11,21,5,6,16,100%,24%
dsgdb9nsd_044089,16,18,13,18,5,8,13,100%,28%
dsgdb9nsd_013251,18,18,13,18,6,7,12,100%,33%
dsgdb9nsd_071213,15,17,10,16,4,6,13,94%,24%
dsgdb9nsd_064978,19,19,12,19,9,3,10,100%,47%
dsgdb9nsd_052408,23,23,14,23,7,7,16,100%,30%
dsgdb9nsd_014319,15,16,12,16,8,4,8,100%,50%
dsgdb9nsd_045805,18,19,14,19,6,8,13,100%,32%
dsgdb9nsd_083870,22,23,15,23,5,10,18,100%,22%
dsgdb9nsd_067007,15,17,13,17,7,6,10,100%,41%
dsgdb9nsd_099678,20,20,13,20,6,7,14,100%,30%
dsgdb9nsd_111214,22,23,13,22,7,6,16,96%,30%
dsgdb9nsd_000908,10,10,10,9,10,0,0,90%,100%
dsgdb9nsd_123840,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_098859,19,19,15,19,6,9,13,100%,32%
dsgdb9nsd_086931,17,17,11,17,6,5,11,100%,35%
dsgdb9nsd_087376,18,19,11,19,6,5,13,100%,32%
dsgdb9nsd_040440,21,23,17,23,9,8,14,100%,39%
dsgdb9nsd_082939,19,21,15,21,6,9,15,100%,29%
dsgdb9nsd_095224,19,20,15,20,5,10,15,100%,25%
dsgdb9nsd_090277,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_115445,21,21,14,21,6,8,15,100%,29%
dsgdb9nsd_068889,21,22,12,21,4,8,18,95%,18%
dsgdb9nsd_106244,21,22,11,22,5,6,17,100%,23%
dsgdb9nsd_096465,21,22,14,22,5,9,17,100%,23%
dsgdb9nsd_028050,16,16,13,16,7,6,9,100%,44%
dsgdb9nsd_047379,15,15,10,14,5,5,10,93%,33%
dsgdb9nsd_125068,16,16,14,16,10,4,6,100%,62%
dsgdb9nsd_009062,17,16,11,15,5,6,11,94%,31%
dsgdb9nsd_063733,20,21,11,21,5,6,16,100%,24%
dsgdb9nsd_111197,20,21,17,21,6,11,15,100%,29%
dsgdb9nsd_001032,11,11,10,11,7,3,4,100%,64%
dsgdb9nsd_107683,22,23,16,23,8,8,15,100%,35%
dsgdb9nsd_064818,17,18,11,18,6,5,12,100%,33%
dsgdb9nsd_078607,22,24,13,24,7,6,17,100%,29%
dsgdb9nsd_000396,16,15,10,15,6,4,9,100%,40%
dsgdb9nsd_071895,21,23,13,23,6,7,17,100%,26%
dsgdb9nsd_116430,19,19,14,19,7,7,12,100%,37%
dsgdb9nsd_126353,16,16,10,16,5,5,11,100%,31%
dsgdb9nsd_126650,19,19,10,19,5,5,14,100%,26%
dsgdb9nsd_041648,21,24,15,24,5,10,19,100%,21%
dsgdb9nsd_004047,13,13,10,13,6,4,7,100%,46%
dsgdb9nsd_130513,13,14,12,13,7,5,7,93%,50%
dsgdb9nsd_055320,16,16,13,16,6,7,10,100%,38%
dsgdb9nsd_083155,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_130827,12,12,12,12,6,6,6,100%,50%
dsgdb9nsd_040473,17,20,10,20,4,6,16,100%,20%
dsgdb9nsd_012585,12,12,9,12,5,4,7,100%,42%
dsgdb9nsd_029311,15,15,11,15,7,4,8,100%,47%
dsgdb9nsd_108729,16,17,12,17,7,5,10,100%,41%
dsgdb9nsd_023417,20,21,13,21,6,7,15,100%,29%
dsgdb9nsd_054152,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_008438,20,21,11,21,4,7,17,100%,19%
dsgdb9nsd_102052,23,22,13,22,6,7,16,100%,27%
dsgdb9nsd_047295,15,15,12,15,10,2,5,100%,67%
dsgdb9nsd_087933,19,20,14,19,8,6,12,95%,40%
dsgdb9nsd_014209,18,20,9,20,4,5,16,100%,20%
dsgdb9nsd_058848,19,20,11,20,5,6,15,100%,25%
dsgdb9nsd_122570,19,20,15,20,7,8,13,100%,35%
dsgdb9nsd_117256,22,22,12,22,6,6,16,100%,27%
dsgdb9nsd_093173,19,19,13,19,6,7,13,100%,32%
dsgdb9nsd_113406,21,23,14,23,6,8,17,100%,26%
dsgdb9nsd_095305,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_123518,13,14,11,14,5,6,9,100%,36%
dsgdb9nsd_071106,16,18,13,18,8,5,10,100%,44%
dsgdb9nsd_122563,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_117083,22,21,13,21,7,6,14,100%,33%
dsgdb9nsd_104720,23,23,13,23,6,7,17,100%,26%
dsgdb9nsd_045478,17,19,13,19,5,8,14,100%,26%
dsgdb9nsd_064643,14,14,11,13,5,6,9,93%,36%
dsgdb9nsd_075335,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_129273,14,15,11,15,10,1,5,100%,67%
dsgdb9nsd_089977,17,18,11,18,6,5,12,100%,33%
dsgdb9nsd_010781,20,20,15,20,7,8,13,100%,35%
dsgdb9nsd_044095,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_049390,18,20,13,20,8,5,12,100%,40%
dsgdb9nsd_084915,20,21,14,21,8,6,13,100%,38%
dsgdb9nsd_126793,21,21,9,19,5,4,16,90%,24%
dsgdb9nsd_074463,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_046978,17,18,13,18,7,6,11,100%,39%
dsgdb9nsd_108251,25,26,13,26,7,6,19,100%,27%
dsgdb9nsd_092133,19,21,14,21,7,7,14,100%,33%
dsgdb9nsd_041323,16,18,13,18,7,6,11,100%,39%
dsgdb9nsd_041924,18,20,13,20,5,8,15,100%,25%
dsgdb9nsd_095038,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_045681,14,15,14,15,10,4,5,100%,67%
dsgdb9nsd_024161,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_011551,17,17,9,17,6,3,11,100%,35%
dsgdb9nsd_067611,17,20,14,20,6,8,14,100%,30%
dsgdb9nsd_045250,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_018090,18,19,15,19,6,9,13,100%,32%
dsgdb9nsd_129919,14,15,12,15,9,3,6,100%,60%
dsgdb9nsd_105551,18,18,10,17,4,6,14,94%,22%
dsgdb9nsd_017668,19,20,12,20,7,5,13,100%,35%
dsgdb9nsd_019810,15,17,9,17,2,7,15,100%,12%
dsgdb9nsd_068489,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_028974,15,15,12,15,6,6,9,100%,40%
dsgdb9nsd_108178,23,24,15,24,6,9,18,100%,25%
dsgdb9nsd_114901,23,24,16,23,7,9,17,96%,29%
dsgdb9nsd_115991,16,16,12,16,5,7,11,100%,31%
dsgdb9nsd_108305,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_081666,19,20,12,20,6,6,14,100%,30%
dsgdb9nsd_041200,19,21,14,21,6,8,15,100%,29%
dsgdb9nsd_116378,21,21,14,21,5,9,16,100%,24%
dsgdb9nsd_071063,20,22,12,22,6,6,16,100%,27%
dsgdb9nsd_106120,18,20,13,20,7,6,13,100%,35%
dsgdb9nsd_086905,23,24,14,24,7,7,17,100%,29%
dsgdb9nsd_041783,19,20,15,20,7,8,13,100%,35%
dsgdb9nsd_000283,10,9,8,9,4,4,5,100%,44%
dsgdb9nsd_019973,19,20,10,20,5,5,15,100%,25%
dsgdb9nsd_024214,17,19,13,19,6,7,13,100%,32%
dsgdb9nsd_061569,19,19,16,19,7,9,12,100%,37%
dsgdb9nsd_126846,17,17,10,17,7,3,10,100%,41%
dsgdb9nsd_041547,21,24,15,24,5,10,19,100%,21%
dsgdb9nsd_002874,11,11,7,11,3,4,8,100%,27%
dsgdb9nsd_008409,20,21,11,21,6,5,15,100%,29%
dsgdb9nsd_126702,17,17,12,17,9,3,8,100%,53%
dsgdb9nsd_041331,17,19,15,19,6,9,13,100%,32%
dsgdb9nsd_014196,17,19,11,19,4,7,15,100%,21%
dsgdb9nsd_114215,20,21,16,21,10,6,11,100%,48%
dsgdb9nsd_118120,25,25,16,25,7,9,18,100%,28%
dsgdb9nsd_058510,23,24,15,23,8,7,16,96%,33%
dsgdb9nsd_009716,18,18,12,18,6,6,12,100%,33%
dsgdb9nsd_050107,16,16,10,15,4,6,12,94%,25%
dsgdb9nsd_042946,15,17,14,17,5,9,12,100%,29%
dsgdb9nsd_044291,16,19,14,19,5,9,14,100%,26%
dsgdb9nsd_109314,20,21,14,21,8,6,13,100%,38%
dsgdb9nsd_044498,15,17,12,17,7,5,10,100%,41%
dsgdb9nsd_129085,12,12,11,12,9,2,3,100%,75%
dsgdb9nsd_007698,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_051630,21,22,14,22,6,8,16,100%,27%
dsgdb9nsd_074702,17,18,14,18,7,7,11,100%,39%
dsgdb9nsd_099969,25,24,16,24,8,8,16,100%,33%
dsgdb9nsd_028372,16,16,11,16,7,4,9,100%,44%
dsgdb9nsd_131691,15,15,12,15,7,5,8,100%,47%
dsgdb9nsd_079255,17,19,13,19,4,9,15,100%,21%
dsgdb9nsd_042392,20,21,10,21,5,5,16,100%,24%
dsgdb9nsd_099366,17,16,13,15,6,7,10,94%,38%
dsgdb9nsd_133868,21,24,16,24,5,11,19,100%,21%
dsgdb9nsd_041543,19,22,12,22,3,9,19,100%,14%
dsgdb9nsd_020006,16,17,17,17,9,8,8,100%,53%
dsgdb9nsd_005675,11,12,10,12,5,5,7,100%,42%
dsgdb9nsd_072741,21,23,11,23,5,6,18,100%,22%
dsgdb9nsd_040238,20,22,14,22,8,6,14,100%,36%
dsgdb9nsd_090977,21,23,13,23,5,8,18,100%,22%
dsgdb9nsd_104635,20,20,12,20,8,4,12,100%,40%
dsgdb9nsd_040768,21,23,13,23,7,6,16,100%,30%
dsgdb9nsd_073683,21,22,14,22,8,6,14,100%,36%
dsgdb9nsd_020664,13,13,9,13,6,3,7,100%,46%
dsgdb9nsd_087107,14,14,11,14,5,6,9,100%,36%
dsgdb9nsd_045696,14,15,9,15,4,5,11,100%,27%
dsgdb9nsd_004616,12,12,11,11,9,2,3,92%,75%
dsgdb9nsd_130632,13,14,11,14,6,5,8,100%,43%
dsgdb9nsd_071081,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_046704,16,18,12,18,5,7,13,100%,28%
dsgdb9nsd_066490,17,20,14,20,6,8,14,100%,30%
dsgdb9nsd_078164,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_094863,20,22,15,22,7,8,15,100%,32%
dsgdb9nsd_107122,23,25,14,25,6,8,19,100%,24%
dsgdb9nsd_073374,19,21,14,21,7,7,14,100%,33%
dsgdb9nsd_024493,15,16,14,16,7,7,9,100%,44%
dsgdb9nsd_126583,20,20,13,20,8,5,12,100%,40%
dsgdb9nsd_011061,20,21,13,21,5,8,16,100%,24%
dsgdb9nsd_075591,18,18,13,18,7,6,11,100%,39%
dsgdb9nsd_041566,19,21,14,21,4,10,17,100%,19%
dsgdb9nsd_076145,21,21,13,21,8,5,13,100%,38%
dsgdb9nsd_123700,15,17,11,17,3,8,14,100%,18%
dsgdb9nsd_023605,19,20,12,20,7,5,13,100%,35%
dsgdb9nsd_101738,27,27,16,27,6,10,21,100%,22%
dsgdb9nsd_078677,19,21,10,21,4,6,17,100%,19%
dsgdb9nsd_107815,17,19,13,19,8,5,11,100%,42%
dsgdb9nsd_054433,16,15,11,15,6,5,9,100%,40%
dsgdb9nsd_098718,15,15,11,14,6,5,9,93%,40%
dsgdb9nsd_130646,14,15,11,15,6,5,9,100%,40%
dsgdb9nsd_047887,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_098228,18,17,13,17,7,6,10,100%,41%
dsgdb9nsd_123420,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_074960,21,22,13,22,5,8,17,100%,23%
dsgdb9nsd_020656,14,14,10,14,6,4,8,100%,43%
dsgdb9nsd_007111,17,16,10,16,6,4,10,100%,38%
dsgdb9nsd_130124,14,14,13,14,11,2,3,100%,79%
dsgdb9nsd_041187,18,20,16,20,6,10,14,100%,30%
dsgdb9nsd_062179,19,18,12,18,6,6,12,100%,33%
dsgdb9nsd_133865,18,20,14,20,7,7,13,100%,35%
dsgdb9nsd_050721,18,18,13,18,9,4,9,100%,50%
dsgdb9nsd_130530,11,12,9,12,5,4,7,100%,42%
dsgdb9nsd_029637,17,17,13,17,9,4,8,100%,53%
dsgdb9nsd_069267,17,18,12,18,7,5,11,100%,39%
dsgdb9nsd_105133,16,16,10,16,6,4,10,100%,38%
dsgdb9nsd_046064,19,20,12,20,4,8,16,100%,20%
dsgdb9nsd_121507,19,18,11,18,7,4,11,100%,39%
dsgdb9nsd_019250,17,18,11,18,4,7,14,100%,22%
dsgdb9nsd_041099,20,23,15,23,9,6,14,100%,39%
dsgdb9nsd_068357,20,21,13,21,9,4,12,100%,43%
dsgdb9nsd_078850,20,23,14,23,6,8,17,100%,26%
dsgdb9nsd_088584,18,19,13,19,5,8,14,100%,26%
dsgdb9nsd_117020,16,15,10,14,6,4,9,93%,40%
dsgdb9nsd_062437,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_041850,21,22,15,22,7,8,15,100%,32%
dsgdb9nsd_062193,17,16,9,16,3,6,13,100%,19%
dsgdb9nsd_074139,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_086249,20,20,15,20,7,8,13,100%,35%
dsgdb9nsd_024485,16,17,13,17,5,8,12,100%,29%
dsgdb9nsd_088981,23,24,14,24,7,7,17,100%,29%
dsgdb9nsd_045731,18,19,13,19,8,5,11,100%,42%
dsgdb9nsd_061852,19,19,12,19,6,6,13,100%,32%
dsgdb9nsd_082492,19,21,15,21,8,7,13,100%,38%
dsgdb9nsd_099293,20,20,12,20,6,6,14,100%,30%
dsgdb9nsd_020143,16,18,13,18,6,7,12,100%,33%
dsgdb9nsd_040873,17,20,10,20,3,7,17,100%,15%
dsgdb9nsd_112392,16,16,13,16,9,4,7,100%,56%
dsgdb9nsd_127511,16,16,9,16,5,4,11,100%,31%
dsgdb9nsd_003069,20,20,10,20,6,4,14,100%,30%
dsgdb9nsd_108605,21,21,12,21,5,7,16,100%,24%
dsgdb9nsd_062074,21,21,13,21,5,8,16,100%,24%
dsgdb9nsd_120475,22,22,15,22,7,8,15,100%,32%
dsgdb9nsd_014953,16,16,11,16,5,6,11,100%,31%
dsgdb9nsd_048995,18,19,14,19,7,7,12,100%,37%
dsgdb9nsd_094942,23,24,15,24,6,9,18,100%,25%
dsgdb9nsd_003164,15,16,10,16,5,5,11,100%,31%
dsgdb9nsd_090906,18,20,16,20,6,10,14,100%,30%
dsgdb9nsd_089755,19,21,11,21,5,6,16,100%,24%
dsgdb9nsd_073139,19,21,13,21,4,9,17,100%,19%
dsgdb9nsd_123533,12,13,10,13,7,3,6,100%,54%
dsgdb9nsd_123412,18,19,12,19,5,7,14,100%,26%
dsgdb9nsd_080756,18,19,15,19,8,7,11,100%,42%
dsgdb9nsd_017839,22,23,12,23,5,7,18,100%,22%
dsgdb9nsd_044709,14,15,11,14,6,5,9,93%,40%
dsgdb9nsd_108089,19,21,11,21,5,6,16,100%,24%
dsgdb9nsd_017556,19,21,11,21,6,5,15,100%,29%
dsgdb9nsd_016552,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_131390,16,17,11,17,7,4,10,100%,41%
dsgdb9nsd_127293,14,15,11,15,7,4,8,100%,47%
dsgdb9nsd_040070,19,21,12,21,5,7,16,100%,24%
dsgdb9nsd_045481,15,17,13,17,7,6,10,100%,41%
dsgdb9nsd_099734,17,16,14,16,8,6,8,100%,50%
dsgdb9nsd_119592,21,22,15,21,7,8,15,95%,32%
dsgdb9nsd_021135,14,14,10,14,7,3,7,100%,50%
dsgdb9nsd_041013,16,19,13,19,6,7,13,100%,32%
dsgdb9nsd_020160,17,19,14,19,7,7,12,100%,37%
dsgdb9nsd_046744,17,19,11,19,3,8,16,100%,16%
dsgdb9nsd_058744,21,22,10,22,4,6,18,100%,18%
dsgdb9nsd_041780,18,19,13,19,9,4,10,100%,47%
dsgdb9nsd_123715,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_072356,16,17,13,17,8,5,9,100%,47%
dsgdb9nsd_103292,21,22,13,22,7,6,15,100%,32%
dsgdb9nsd_084392,16,16,14,16,7,7,9,100%,44%
dsgdb9nsd_127592,19,19,11,19,6,5,13,100%,32%
dsgdb9nsd_082903,20,22,17,22,6,11,16,100%,27%
dsgdb9nsd_055823,20,21,13,21,5,8,16,100%,24%
dsgdb9nsd_046506,21,22,12,22,5,7,17,100%,23%
dsgdb9nsd_010999,14,15,10,15,4,6,11,100%,27%
dsgdb9nsd_124477,18,18,11,18,5,6,13,100%,28%
dsgdb9nsd_051315,18,18,14,18,7,7,11,100%,39%
dsgdb9nsd_041598,20,22,17,22,7,10,15,100%,32%
dsgdb9nsd_019093,16,19,14,19,6,8,13,100%,32%
dsgdb9nsd_091891,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_069639,17,19,15,19,9,6,10,100%,47%
dsgdb9nsd_019377,15,17,13,17,7,6,10,100%,41%
dsgdb9nsd_051323,17,19,13,19,8,5,11,100%,42%
dsgdb9nsd_003883,12,12,6,12,4,2,8,100%,33%
dsgdb9nsd_110054,27,27,18,27,7,11,20,100%,26%
dsgdb9nsd_044023,16,19,10,19,3,7,16,100%,16%
dsgdb9nsd_114457,19,21,14,21,5,9,16,100%,24%
dsgdb9nsd_080080,19,20,13,20,5,8,15,100%,25%
dsgdb9nsd_094876,21,23,14,23,7,7,16,100%,30%
dsgdb9nsd_122559,21,22,12,22,6,6,16,100%,27%
dsgdb9nsd_120243,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_066993,17,19,13,19,8,5,11,100%,42%
dsgdb9nsd_000087,13,13,7,13,4,3,9,100%,31%
dsgdb9nsd_054244,16,15,15,15,9,6,6,100%,60%
dsgdb9nsd_014096,20,21,11,21,6,5,15,100%,29%
dsgdb9nsd_093544,20,20,14,19,7,7,13,95%,35%
dsgdb9nsd_125111,17,17,13,17,7,6,10,100%,41%
dsgdb9nsd_016577,18,19,13,18,4,9,15,95%,21%
dsgdb9nsd_101803,19,18,14,18,10,4,8,100%,56%
dsgdb9nsd_070167,15,16,10,16,4,6,12,100%,25%
dsgdb9nsd_026043,16,16,12,16,6,6,10,100%,38%
dsgdb9nsd_130516,13,14,12,14,7,5,7,100%,50%
dsgdb9nsd_120747,22,22,16,22,8,8,14,100%,36%
dsgdb9nsd_042670,15,17,12,17,3,9,14,100%,18%
dsgdb9nsd_007771,22,22,14,21,6,8,16,95%,27%
dsgdb9nsd_015608,17,17,11,17,9,2,8,100%,53%
dsgdb9nsd_027001,16,16,11,16,6,5,10,100%,38%
dsgdb9nsd_043944,15,17,13,17,5,8,12,100%,29%
dsgdb9nsd_041562,17,19,13,19,5,8,14,100%,26%
dsgdb9nsd_027369,16,16,10,16,5,5,11,100%,31%
dsgdb9nsd_028264,15,16,13,16,10,3,6,100%,62%
dsgdb9nsd_080954,17,18,13,18,5,8,13,100%,28%
dsgdb9nsd_129583,17,18,11,18,5,6,13,100%,28%
dsgdb9nsd_020240,17,20,13,20,6,7,14,100%,30%
dsgdb9nsd_088746,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_114795,21,22,16,22,8,8,14,100%,36%
dsgdb9nsd_004818,17,17,12,17,10,2,7,100%,59%
dsgdb9nsd_004539,19,19,11,19,6,5,13,100%,32%
dsgdb9nsd_114548,23,24,15,23,6,9,18,96%,25%
dsgdb9nsd_051261,17,18,14,18,6,8,12,100%,33%
dsgdb9nsd_102869,20,19,14,19,13,1,6,100%,68%
dsgdb9nsd_005184,14,14,14,14,11,3,3,100%,79%
dsgdb9nsd_027464,14,14,12,14,7,5,7,100%,50%
dsgdb9nsd_116288,17,17,14,17,8,6,9,100%,47%
dsgdb9nsd_028122,17,18,14,18,7,7,11,100%,39%
dsgdb9nsd_060212,22,23,13,23,6,7,17,100%,26%
dsgdb9nsd_112860,21,21,14,21,6,8,15,100%,29%
dsgdb9nsd_024205,15,17,11,17,7,4,10,100%,41%
dsgdb9nsd_041728,17,19,14,19,5,9,14,100%,26%
dsgdb9nsd_006034,19,18,11,18,8,3,10,100%,44%
dsgdb9nsd_113489,21,22,13,22,6,7,16,100%,27%
dsgdb9nsd_040500,19,22,16,22,8,8,14,100%,36%
dsgdb9nsd_079583,20,22,13,22,6,7,16,100%,27%
dsgdb9nsd_098774,17,18,13,18,6,7,12,100%,33%
dsgdb9nsd_109547,22,22,13,21,6,7,16,95%,27%
dsgdb9nsd_051064,18,20,13,20,8,5,12,100%,40%
dsgdb9nsd_086553,23,24,16,24,9,7,15,100%,38%
dsgdb9nsd_041871,21,22,16,22,7,9,15,100%,32%
dsgdb9nsd_054313,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_003790,13,13,10,13,9,1,4,100%,69%
dsgdb9nsd_075431,17,17,11,17,8,3,9,100%,47%
dsgdb9nsd_046637,15,16,12,16,7,5,9,100%,44%
dsgdb9nsd_075918,19,20,12,20,9,3,11,100%,45%
dsgdb9nsd_069499,21,23,16,23,10,6,13,100%,43%
dsgdb9nsd_018394,18,19,13,19,6,7,13,100%,32%
dsgdb9nsd_006850,17,17,12,17,9,3,8,100%,53%
dsgdb9nsd_046976,15,16,14,16,9,5,7,100%,56%
dsgdb9nsd_115584,23,23,14,23,6,8,17,100%,26%
dsgdb9nsd_026055,15,15,14,15,8,6,7,100%,53%
dsgdb9nsd_004589,14,14,11,14,5,6,9,100%,36%
dsgdb9nsd_115563,16,16,11,16,5,6,11,100%,31%
dsgdb9nsd_080669,17,18,14,18,6,8,12,100%,33%
dsgdb9nsd_024223,17,19,13,19,7,6,12,100%,37%
dsgdb9nsd_026352,18,18,15,18,9,6,9,100%,50%
dsgdb9nsd_043434,11,11,9,10,4,5,7,91%,36%
dsgdb9nsd_089765,19,20,12,20,7,5,13,100%,35%
dsgdb9nsd_072490,21,22,14,22,5,9,17,100%,23%
dsgdb9nsd_000465,14,14,10,14,4,6,10,100%,29%
dsgdb9nsd_066868,16,17,14,17,7,7,10,100%,41%
dsgdb9nsd_062940,22,23,12,23,7,5,16,100%,30%
dsgdb9nsd_081921,20,21,12,21,6,6,15,100%,29%
dsgdb9nsd_044041,15,18,10,18,4,6,14,100%,22%
dsgdb9nsd_046956,16,18,14,18,8,6,10,100%,44%
dsgdb9nsd_088041,16,17,12,16,5,7,12,94%,29%
dsgdb9nsd_107998,17,19,13,19,6,7,13,100%,32%
dsgdb9nsd_040718,19,21,13,21,7,6,14,100%,33%
dsgdb9nsd_096571,21,21,16,21,8,8,13,100%,38%
dsgdb9nsd_040853,19,22,12,22,6,6,16,100%,27%
dsgdb9nsd_094557,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_076335,23,23,16,23,9,7,14,100%,39%
dsgdb9nsd_026701,16,16,12,16,9,3,7,100%,56%
dsgdb9nsd_045054,15,17,13,17,5,8,12,100%,29%
dsgdb9nsd_059876,23,23,14,23,6,8,17,100%,26%
dsgdb9nsd_101597,20,19,16,19,9,7,10,100%,47%
dsgdb9nsd_078656,15,17,12,17,5,7,12,100%,29%
dsgdb9nsd_105233,25,25,15,25,6,9,19,100%,24%
dsgdb9nsd_119256,21,21,12,21,5,7,16,100%,24%
dsgdb9nsd_077732,19,21,14,21,5,9,16,100%,24%
dsgdb9nsd_042347,18,19,13,19,7,6,12,100%,37%
dsgdb9nsd_040985,18,21,14,21,5,9,16,100%,24%
dsgdb9nsd_057857,16,15,13,14,5,8,10,93%,33%
dsgdb9nsd_117308,19,18,12,18,8,4,10,100%,44%
dsgdb9nsd_113835,20,21,16,21,9,7,12,100%,43%
dsgdb9nsd_102699,21,20,13,20,9,4,11,100%,45%
dsgdb9nsd_041799,23,24,16,24,6,10,18,100%,25%
dsgdb9nsd_028861,14,14,13,14,9,4,5,100%,64%
dsgdb9nsd_002523,15,14,11,14,9,2,5,100%,64%
dsgdb9nsd_108231,23,24,11,24,5,6,19,100%,21%
dsgdb9nsd_062652,21,23,11,23,6,5,17,100%,26%
dsgdb9nsd_040832,20,21,16,21,8,8,13,100%,38%
dsgdb9nsd_062092,19,18,11,17,6,5,12,94%,33%
dsgdb9nsd_021374,11,12,8,12,6,2,6,100%,50%
dsgdb9nsd_045249,16,18,14,18,6,8,12,100%,33%
dsgdb9nsd_006236,22,22,12,22,6,6,16,100%,27%
dsgdb9nsd_024435,17,18,14,18,10,4,8,100%,56%
dsgdb9nsd_044468,17,19,12,19,5,7,14,100%,26%
dsgdb9nsd_019442,18,20,10,20,5,5,15,100%,25%
dsgdb9nsd_083886,21,22,17,22,6,11,16,100%,27%
dsgdb9nsd_044168,14,15,11,15,4,7,11,100%,27%
dsgdb9nsd_026120,19,19,13,19,9,4,10,100%,47%
dsgdb9nsd_063650,24,25,12,25,5,7,20,100%,20%
dsgdb9nsd_086263,21,21,12,21,6,6,15,100%,29%
dsgdb9nsd_096636,20,19,13,19,10,3,9,100%,53%
dsgdb9nsd_023478,18,19,12,19,7,5,12,100%,37%
dsgdb9nsd_009445,14,14,9,14,5,4,9,100%,36%
dsgdb9nsd_012463,16,16,12,16,7,5,9,100%,44%
dsgdb9nsd_057588,17,16,12,13,5,7,11,75%,31%
dsgdb9nsd_128769,17,17,13,17,8,5,9,100%,47%
dsgdb9nsd_075386,21,21,14,21,7,7,14,100%,33%
dsgdb9nsd_040565,19,20,13,20,6,7,14,100%,30%
dsgdb9nsd_014348,20,21,15,21,6,9,15,100%,29%
dsgdb9nsd_046606,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_111046,19,20,13,20,5,8,15,100%,25%
dsgdb9nsd_043675,19,20,13,20,7,6,13,100%,35%
dsgdb9nsd_021045,14,14,10,13,8,2,6,93%,57%
dsgdb9nsd_050818,17,17,15,17,9,6,8,100%,53%
dsgdb9nsd_023132,20,20,13,20,6,7,14,100%,30%
dsgdb9nsd_083256,21,22,14,22,4,10,18,100%,18%
dsgdb9nsd_109793,21,22,16,22,9,7,13,100%,41%
dsgdb9nsd_075284,21,23,14,23,6,8,17,100%,26%
dsgdb9nsd_041011,17,20,14,20,7,7,13,100%,35%
dsgdb9nsd_042656,17,19,13,19,4,9,15,100%,21%
dsgdb9nsd_050646,17,17,14,17,9,5,8,100%,53%
dsgdb9nsd_109539,25,25,14,25,6,8,19,100%,24%
dsgdb9nsd_111733,21,22,14,22,7,7,15,100%,32%
dsgdb9nsd_021889,11,11,9,11,5,4,6,100%,45%
dsgdb9nsd_044798,18,20,14,20,6,8,14,100%,30%
dsgdb9nsd_088010,19,21,12,21,7,5,14,100%,33%
dsgdb9nsd_025196,14,14,11,14,5,6,9,100%,36%
dsgdb9nsd_115193,18,18,13,18,8,5,10,100%,44%
dsgdb9nsd_028786,15,16,13,16,7,6,9,100%,44%
dsgdb9nsd_044913,17,18,14,18,7,7,11,100%,39%
dsgdb9nsd_055795,19,20,13,20,5,8,15,100%,25%
dsgdb9nsd_016792,13,14,10,14,6,4,8,100%,43%
dsgdb9nsd_130225,17,18,12,18,6,6,12,100%,33%
dsgdb9nsd_029671,16,16,14,16,10,4,6,100%,62%
dsgdb9nsd_082107,18,20,15,20,8,7,12,100%,40%
dsgdb9nsd_109660,19,19,13,19,8,5,11,100%,42%
dsgdb9nsd_024716,17,19,14,18,8,6,11,95%,42%
dsgdb9nsd_028911,16,16,12,16,8,4,8,100%,50%
dsgdb9nsd_048868,14,16,12,16,6,6,10,100%,38%
